gene	log2_TE
YMR062C	-0.0960
YMR063W	-0.9489
YMR064W	-1.2963
YMR066W	-0.6553
YMR067C	0.0317
YMR068W	-0.1305
YMR069W	-0.3158
YMR070W	-0.0374
YMR071C	0.9099
YMR072W	1.6587
YMR073C	-0.2437
YMR074C	0.5959
YMR075W	0.0832
YMR076C	-0.3577
YMR077C	0.1627
YMR078C	-0.8804
YMR079W	0.9712
YMR080C	-0.5699
YMR083W	0.8963
YMR086W	-0.2061
YMR087W	-0.4493
YMR088C	-0.6379
YMR089C	-0.7574
YMR090W	-0.2059
YMR091C	0.5599
YMR092C	0.5188
YMR093W	0.0117
YMR094W	-0.5911
YMR097C	-0.6006
YMR098C	-0.7866
YMR099C	0.9789
YMR100W	-1.0561
YMR102C	-0.7442
YMR104C	-0.3590
YMR105C	0.3876
YMR106C	-0.3496
YMR108W	0.8749
YMR109W	-0.5921
YMR110C	0.0522
YMR111C	-0.4538
YMR112C	0.5524
YMR113W	-0.2137
YMR114C	-0.4390
YMR115W	-0.2336
YMR116C	1.7270
YMR117C	-0.0621
YMR119W	-0.8457
YMR120C	0.8947
YMR121C	1.4717
YMR122W-A	2.5626
YMR123W	0.8330
YMR124W	-0.3266
YMR125W	-0.1349
YMR126C	-0.9011
YMR127C	-1.0262
YMR128W	0.0968
YMR129W	-0.6652
YMR130W	-0.1027
YMR131C	0.2134
YMR132C	-0.2180
YMR134W	0.3312
YMR135C	-0.0809
YMR136W	0.1328
YMR137C	-0.0180
YMR138W	-0.3563
YMR139W	-0.1949
YMR140W	-0.2548
YMR142C	1.8810
YMR143W	1.1335
YMR144W	-0.0387
YMR145C	0.1818
YMR146C	1.1655
YMR147W	0.3529
YMR148W	-0.4334
YMR149W	0.3815
YMR150C	-0.1078
YMR152W	0.4576
YMR153W	0.9107
YMR154C	-0.6168
YMR155W	-0.4756
YMR156C	0.2582
YMR157C	-0.0433
YMR158W	0.4387
YMR160W	-0.4069
YMR161W	0.7808
YMR162C	-1.1794
YMR163C	-0.7126
YMR164C	-0.2783
YMR165C	-0.6724
YMR166C	-0.5591
YMR167W	-0.5987
YMR168C	-1.0222
YMR170C	0.0109
YMR171C	-1.0698
YMR172W	0.0575
YMR173W	2.6932
YMR174C	1.3995
YMR176W	-1.4885
YMR177W	-0.2417
YMR178W	0.2431
YMR179W	-0.6799
YMR180C	-0.8679
YMR181C	-0.2904
YMR182C	-0.3979
YMR183C	1.0444
YMR184W	0.6122
YMR185W	-0.8608
YMR186W	1.3658
YMR187C	-0.3804
YMR188C	0.5693
YMR189W	-0.2438
YMR190C	-1.3532
YMR191W	-0.5453
YMR192W	-0.1497
YMR193W	0.7738
YMR194C-A	-0.7238
YMR194C-B	-0.6018
YMR194W	1.8332
YMR195W	0.7537
YMR196W	-0.4330
YMR197C	0.7812
YMR198W	-0.5765
YMR199W	-0.4348
YMR200W	0.7778
YMR201C	-0.0746
YMR202W	0.4779
YMR203W	1.1819
YMR204C	-0.3439
YMR205C	1.0837
YMR207C	-1.5335
YMR208W	0.4648
YMR209C	-0.5970
YMR210W	-0.3731
YMR211W	-0.4184
YMR212C	-0.5858
YMR213W	-0.0809
YMR214W	0.3801
YMR215W	0.5196
YMR216C	-0.6937
YMR217W	1.0841
YMR218C	-0.7887
YMR219W	-0.3077
YMR220W	-0.1548
YMR221C	-0.3499
YMR222C	0.7911
YMR223W	-0.3850
YMR224C	-0.3205
YMR225C	0.5351
YMR226C	1.1743
YMR227C	0.7611
YMR228W	-0.4529
YMR229C	0.0854
YMR230W	1.5278
YMR231W	-0.5554
YMR233W	0.0631
YMR234W	-0.6467
YMR235C	0.5698
YMR236W	0.5150
YMR237W	-0.2586
YMR238W	0.2323
YMR239C	-0.3676
YMR240C	-0.1626
YMR241W	0.6556
YMR242C	1.3628
YMR243C	0.0511
YMR244C-A	2.8247
YMR246W	0.4951
YMR247C	-0.7022
YMR250W	-0.1660
YMR251W-A	2.2069
YMR252C	-1.0567
YMR253C	-0.3405
YMR255W	0.2568
YMR256C	1.7858
YMR257C	-1.3564
YMR258C	-0.8954
YMR259C	-0.6713
YMR260C	1.2983
YMR261C	0.1184
YMR262W	-0.7615
YMR263W	0.6915
YMR264W	-0.2038
YMR265C	-0.6362
YMR266W	-0.5873
YMR267W	-0.0217
YMR268C	-0.3788
YMR269W	2.4455
YMR270C	-1.3328
YMR271C	-0.6293
YMR272C	0.9455
YMR273C	-0.4886
YMR274C	-0.0359
YMR275C	-0.7440
YMR276W	1.3009
YMR277W	-0.6655
YMR278W	-0.0203
YMR280C	-0.6526
YMR281W	0.1586
YMR282C	-0.8439
YMR283C	-0.5302
YMR284W	-0.4735
YMR285C	-0.0151
YMR286W	0.7505
YMR287C	-0.7452
YMR288W	-0.2828
YMR289W	-0.3689
YMR290C	1.1878
YMR291W	0.1659
YMR292W	0.2407
YMR293C	-0.2313
YMR294W	-0.3088
YMR295C	2.5727
YMR296C	0.0945
YMR297W	0.4364
YMR298W	0.9933
YMR299C	-0.7633
YMR300C	0.5175
YMR301C	-0.5157
YMR302C	-0.7951
YMR303C	-0.7219
YMR304C-A	3.0416
YMR304W	-0.5879
YMR305C	0.9143
YMR307W	1.5814
YMR308C	-0.3972
YMR309C	0.5789
YMR310C	0.0275
YMR311C	0.9856
YMR312W	0.1706
YMR313C	-0.9224
YMR314W	0.7121
YMR315W	0.9815
YMR316W	0.0223
YMR318C	1.0706
YMR319C	-0.6139
YNL001W	0.2772
YNL002C	0.7436
YNL003C	-0.5041
YNL004W	0.2915
YNL005C	-0.2086
YNL006W	-0.5008
YNL007C	1.6149
YNL008C	-0.8334
YNL009W	-0.1551
YNL010W	1.0991
YNL011C	-0.5398
YNL015W	1.5964
YNL016W	1.3008
YNL020C	-1.1485
YNL021W	-0.1571
YNL022C	-0.0086
YNL023C	-0.8818
YNL024C	-0.0825
YNL024C-A	1.1689
YNL025C	-0.6836
YNL026W	-0.1837
YNL027W	-0.0280
YNL029C	-0.6636
YNL031C	1.7728
YNL032W	-0.2303
YNL035C	-0.0002
YNL036W	1.3727
YNL037C	1.0671
YNL038W	-1.0934
YNL039W	-0.1643
YNL040W	-0.5032
YNL041C	-0.7177
YNL042W	-0.7145
YNL043C	-1.7326
YNL044W	1.9699
YNL045W	0.1979
YNL046W	-0.3753
YNL047C	-0.7387
YNL048W	-0.4912
YNL049C	-0.6347
YNL050C	0.4416
YNL051W	-0.3392
YNL052W	1.2049
YNL053W	-0.9778
YNL054W	-0.5746
YNL055C	1.8626
YNL056W	-0.6794
YNL058C	1.1739
YNL059C	-0.4583
YNL061W	0.5278
YNL062C	0.2148
YNL063W	-0.9386
YNL064C	1.5926
YNL065W	-0.3132
YNL066W	0.5390
YNL067W	1.5876
YNL068C	-0.6235
YNL069C	2.0787
YNL070W	1.9199
YNL071W	1.2307
YNL072W	-0.1956
YNL073W	-1.2269
YNL074C	0.1937
YNL075W	0.6230
YNL076W	-0.5715
YNL077W	-0.4026
YNL078W	-0.6172
YNL079C	1.9300
YNL080C	-1.0050
YNL081C	0.7729
YNL082W	-0.3034
YNL083W	-0.4885
YNL084C	0.5978
YNL085W	-0.3667
YNL086W	0.3811
YNL087W	-0.5219
YNL088W	-0.4025
YNL090W	1.7104
YNL091W	-0.7700
YNL092W	0.1563
YNL094W	-1.5869
YNL095C	-1.0600
YNL096C	2.2402
YNL097C	0.3304
YNL098C	0.8718
YNL099C	-0.2057
YNL100W	-0.0908
YNL101W	-1.0779
YNL102W	-0.4750
YNL103W	-0.4851
YNL104C	0.7406
YNL106C	-0.0180
YNL107W	-0.0066
YNL108C	2.0669
YNL110C	1.2660
YNL111C	1.4999
YNL112W	1.0601
YNL113W	2.7220
YNL115C	0.0518
YNL116W	0.0476
YNL118C	-0.2112
YNL119W	0.2870
YNL121C	0.5772
YNL122C	1.1303
YNL123W	-0.0388
YNL124W	0.1737
YNL125C	-0.8248
YNL126W	-0.9469
YNL127W	-0.8502
YNL129W	0.0282
YNL130C	-0.1809
YNL131W	1.3190
YNL132W	0.0654
YNL133C	0.2702
YNL134C	1.0210
YNL135C	1.6782
YNL136W	-0.1323
YNL137C	-0.0221
YNL138W	0.7860
YNL138W-A	0.6240
YNL139C	-0.7843
YNL140C	1.9464
YNL141W	0.3098
YNL142W	-0.4999
YNL143C	-5.3351
YNL144C	-0.0864
YNL145W	1.9199
YNL146W	0.4015
YNL147W	1.3596
YNL148C	-0.0635
YNL149C	2.6935
YNL151C	0.6828
YNL152W	-0.3262
YNL153C	0.8799
YNL154C	0.2844
YNL155W	0.1694
YNL156C	-0.1762
YNL157W	0.2191
YNL158W	-0.0205
YNL159C	-0.1645
YNL160W	1.1934
YNL161W	-0.1651
YNL162W-A	0.2766
YNL163C	-0.2068
YNL164C	-0.0058
YNL165W	-0.2542
YNL166C	0.6227
YNL167C	-0.5300
YNL168C	0.3171
YNL169C	-0.1203
YNL172W	-0.8696
YNL173C	0.3313
YNL175C	1.8448
YNL176C	-0.6466
YNL177C	0.3210
YNL178W	1.9713
YNL179C	-0.7925
YNL180C	-0.2840
YNL181W	0.3520
YNL182C	-0.2364
YNL183C	-0.3392
YNL185C	0.8189
YNL186W	-0.5841
YNL187W	-1.6429
YNL188W	-1.0236
YNL189W	0.9505
YNL190W	0.9533
YNL191W	-0.1805
YNL192W	-0.5031
YNL193W	-0.5871
YNL195C	-0.0437
YNL197C	0.0222
YNL198C	0.7983
YNL199C	-0.3676
YNL200C	0.3357
YNL201C	-0.6148
YNL202W	1.0262
YNL206C	-0.7667
YNL207W	0.5640
YNL208W	1.6483
YNL209W	1.5627
YNL211C	-0.6233
YNL212W	-0.0133
YNL213C	-0.9841
YNL214W	0.1096
YNL215W	1.2428
YNL216W	0.4004
YNL217W	-0.5693
YNL218W	-0.3603
YNL219C	-0.4198
YNL220W	0.9865
YNL221C	-0.8917
YNL222W	0.5500
YNL223W	-0.3430
YNL224C	-0.0618
YNL225C	-0.4593
YNL227C	0.6692
YNL229C	0.6832
YNL230C	-0.6770
YNL231C	0.9377
YNL232W	0.3441
YNL233W	-0.3180
YNL234W	-0.3399
YNL236W	-0.5002
YNL237W	-0.5135
YNL238W	-0.6681
YNL239W	0.2963
YNL240C	-0.5237
YNL241C	0.5163
YNL242W	-0.5289
YNL243W	0.0319
YNL244C	1.4073
YNL245C	-0.8095
YNL246W	0.0418
YNL247W	0.4458
YNL248C	0.5626
YNL249C	-0.7890
YNL250W	-0.8497
YNL251C	0.3930
YNL252C	0.1619
YNL253W	-0.1335
YNL254C	-0.7587
YNL255C	1.8174
YNL256W	-0.6416
YNL257C	-1.4082
YNL258C	-0.5814
YNL259C	0.7743
YNL260C	0.7775
YNL261W	-0.8152
YNL262W	-0.9205
YNL263C	0.6489
YNL264C	-0.1010
YNL265C	1.7097
YNL267W	-0.7174
YNL268W	0.4803
YNL271C	-1.4376
YNL272C	-1.0338
YNL273W	-0.9448
YNL274C	0.4950
YNL275W	-0.6546
YNL276C	0.2183
YNL277W	0.5041
YNL278W	-0.4341
YNL279W	-0.7824
YNL280C	-0.0590
YNL281W	0.7211
YNL282W	-0.4530
YNL283C	-0.9610
YNL284C	0.1062
YNL286W	-0.3848
YNL287W	0.1432
YNL288W	0.1110
YNL289W	0.1290
YNL290W	0.1446
YNL291C	-0.9379
YNL292W	0.4504
YNL293W	-0.3138
YNL294C	-1.3764
YNL295W	-0.6473
YNL297C	-0.5923
YNL298W	-0.5379
YNL299W	-0.3361
YNL300W	1.7857
YNL301C	1.1183
YNL302C	2.0207
YNL304W	-0.2809
YNL305C	0.2877
YNL306W	0.2055
YNL307C	0.2820
YNL308C	0.8211
YNL309W	0.0685
YNL310C	0.5733
YNL311C	-0.5707
YNL312W	0.8702
YNL313C	-0.2983
YNL314W	-0.7178
YNL315C	-0.0074
YNL316C	0.1439
YNL317W	-0.2739
YNL320W	-0.1218
YNL321W	-0.5905
YNL322C	0.4597
YNL323W	0.2116
YNL325C	0.1618
YNL326C	-0.6165
YNL327W	0.4848
YNL328C	-0.4754
YNL329C	-1.4544
YNL330C	-0.0853
YNR001C	0.4554
YNR003C	0.7967
YNR004W	-0.5622
YNR006W	0.8530
YNR007C	0.4424
YNR008W	0.2924
YNR009W	0.6620
YNR010W	0.3990
YNR011C	-0.5030
YNR012W	-0.1379
YNR013C	-0.1590
YNR014W	0.6354
YNR015W	-0.1895
YNR016C	0.2069
YNR017W	0.6042
YNR018W	0.6334
YNR019W	0.3662
YNR020C	0.6135
YNR021W	0.4411
YNR022C	0.3044
YNR023W	-0.0343
YNR024W	1.7450
YNR026C	0.4291
YNR027W	-0.3783
YNR028W	-0.0194
YNR029C	0.0140
YNR030W	-0.2109
YNR031C	-1.3920
YNR032C-A	0.3691
YNR032W	-0.5699
YNR033W	-0.4894
YNR034W	0.7908
YNR034W-A	0.6794
YNR035C	0.7180
YNR036C	0.3557
YNR037C	0.5908
YNR038W	-0.1923
YNR039C	-0.5855
YNR040W	-0.1923
YNR041C	1.0108
YNR043W	0.8489
YNR044W	0.5506
YNR045W	-0.6220
YNR046W	1.0668
YNR047W	-0.9346
YNR048W	-0.1295
YNR049C	0.0117
YNR050C	0.7355
YNR051C	-0.5187
YNR052C	0.1206
YNR053C	0.2601
YNR054C	0.9206
YNR055C	-0.9653
YNR057C	-0.2619
YNR059W	-0.8796
YNR060W	-0.1783
YNR061C	0.2939
YNR063W	-0.2849
YNR066C	-0.6486
YNR067C	0.1021
YNR074C	-0.3664
YNR075W	-0.9063
YOL001W	-1.0977
YOL002C	-0.0237
YOL003C	-0.4942
YOL004W	-0.4935
YOL005C	1.2920
YOL006C	-0.0768
YOL007C	0.2776
YOL008W	0.0093
YOL009C	-0.0313
YOL010W	0.3735
YOL011W	-1.4695
YOL012C	0.9529
YOL013C	-0.7251
YOL014W	-0.1603
YOL016C	-0.0295
YOL017W	-0.2788
YOL018C	0.2205
YOL019W	-0.2335
YOL020W	-0.7813
YOL021C	-0.0147
YOL022C	0.3406
YOL023W	-0.6883
YOL025W	-0.5600
YOL026C	0.6529
YOL027C	0.1980
YOL028C	-0.2391
YOL030W	0.8785
YOL031C	0.0893
YOL032W	0.6019
YOL033W	-0.6881
YOL034W	-0.7320
YOL036W	-0.5835
YOL038C-A	-2.2291
YOL038W	0.9672
YOL039W	1.9775
YOL040C	2.2297
YOL041C	0.8235
YOL042W	-0.3895
YOL043C	-0.7222
YOL044W	-0.0944
YOL045W	-0.1513
YOL048C	-0.7590
YOL049W	-0.4032
YOL051W	-0.1401
YOL052C	0.3881
YOL052C-A	1.1707
YOL053W	-0.2319
YOL054W	0.4521
YOL055C	-0.3932
YOL056W	0.3063
YOL057W	0.0240
YOL058W	0.3686
YOL059W	0.6935
YOL060C	-0.3136
YOL061W	0.3373
YOL062C	-1.0501
YOL063C	-1.2394
YOL064C	0.5397
YOL065C	0.0544
YOL066C	-0.3707
YOL067C	0.0684
YOL068C	-1.4596
YOL069W	-0.8871
YOL070C	0.4168
YOL071W	0.6637
YOL072W	-0.4552
YOL073C	-0.3666
YOL075C	-0.9820
YOL076W	-0.2569
YOL077C	0.6066
YOL077W-A	1.7589
YOL078W	-0.6664
YOL080C	1.3146
YOL081W	-1.8612
YOL082W	-0.7215
YOL083W	0.1701
YOL086C	2.2375
YOL086W-A	-0.1206
YOL087C	-0.9171
YOL088C	0.0955
YOL089C	-0.4890
YOL090W	-0.2193
YOL092W	0.4748
YOL093W	0.8571
YOL094C	0.5616
YOL095C	-0.7678
YOL096C	0.2845
YOL097C	0.8514
YOL098C	-0.3382
YOL100W	-0.5809
YOL101C	0.2190
YOL102C	0.0830
YOL103W	-1.5519
YOL105C	-0.7828
YOL107W	0.2271
YOL108C	0.5818
YOL109W	2.4870
YOL110W	-0.6792
YOL111C	1.0143
YOL112W	-0.7429
YOL113W	-1.8095
YOL114C	-0.5087
YOL115W	-0.3780
YOL116W	-0.2793
YOL117W	-0.4820
YOL119C	0.0350
YOL120C	1.8911
YOL121C	2.2659
YOL122C	-0.2881
YOL123W	0.8125
YOL124C	0.2248
YOL125W	-0.7117
YOL126C	0.3429
YOL127W	2.0300
YOL128C	-0.7693
YOL129W	0.4482
YOL130W	-1.0111
YOL133W	2.3338
YOL135C	0.2193
YOL136C	-0.7354
YOL137W	0.1326
YOL138C	-0.9384
YOL139C	1.2546
YOL140W	-1.0082
YOL141W	-0.1845
YOL142W	0.4251
YOL143C	1.4081
YOL144W	0.3102
YOL145C	-0.1237
YOL146W	0.2122
YOL147C	0.4522
YOL148C	-0.5282
YOL149W	0.3298
YOL151W	1.2092
YOL152W	-0.4450
YOL154W	-1.1454
YOL155C	-0.8005
YOL158C	-0.4591
YOL159C	-0.1684
YOL159C-A	-0.2187
YOL164W	-0.7493
YOR001W	-0.4499
YOR002W	-0.8319
YOR003W	0.1014
YOR004W	0.6734
YOR005C	-0.5329
YOR006C	0.5288
YOR007C	0.7063
YOR008C	0.1917
YOR009W	0.4217
YOR010C	0.6441
YOR011W	-1.2058
YOR012W	-0.6575
YOR014W	-0.3175
YOR016C	0.3455
YOR017W	-0.9404
YOR018W	-0.4162
YOR020C	1.6717
YOR020W-A	0.6399
YOR021C	1.2104
YOR022C	-0.3770
YOR023C	0.0013
YOR025W	-0.5957
YOR026W	-1.1480
YOR027W	1.5810
YOR028C	-0.0146
YOR030W	-1.0965
YOR033C	-1.2205
YOR034C	-1.0216
YOR035C	-0.5629
YOR036W	0.0693
YOR037W	-0.2562
YOR038C	-0.3934
YOR039W	0.2380
YOR040W	-0.3260
YOR042W	1.1793
YOR043W	-0.6390
YOR044W	-0.2099
YOR045W	1.8961
YOR046C	0.7024
YOR047C	-0.5525
YOR048C	-0.5115
YOR049C	-0.8170
YOR051C	0.3777
YOR052C	1.3303
YOR054C	0.7412
YOR056C	0.2190
YOR057W	-0.1705
YOR058C	-0.7681
YOR059C	-1.1112
YOR060C	-1.2541
YOR061W	0.3744
YOR062C	-0.5810
YOR063W	1.9784
YOR064C	-0.8873
YOR065W	0.2388
YOR066W	-0.0190
YOR067C	-0.3779
YOR069W	0.6668
YOR070C	-0.3672
YOR071C	-0.7451
YOR073W	-1.0481
YOR074C	1.4727
YOR075W	-0.2345
YOR076C	-0.4613
YOR077W	0.4445
YOR078W	0.2567
YOR079C	0.1629
YOR080W	-1.0225
YOR081C	-0.5637
YOR083W	0.4339
YOR085W	0.3787
YOR086C	-0.2576
YOR087W	-0.3631
YOR089C	1.3740
YOR090C	-0.5825
YOR091W	0.7049
YOR092W	-0.5849
YOR093C	-1.0129
YOR094W	0.7583
YOR095C	0.8251
YOR096W	1.7265
YOR097C	-0.0555
YOR098C	-0.3661
YOR099W	0.3801
YOR101W	0.2424
YOR103C	2.8163
YOR104W	0.4360
YOR106W	-0.1375
YOR108W	0.2690
YOR109W	-0.5535
YOR110W	-0.1234
YOR111W	0.1855
YOR112W	-0.1639
YOR113W	-0.5284
YOR114W	0.2173
YOR115C	-0.2167
YOR116C	-0.6437
YOR117W	0.7482
YOR118W	-0.8001
YOR119C	0.0337
YOR120W	0.2806
YOR122C	1.5282
YOR123C	0.7753
YOR124C	-0.3301
YOR125C	0.0941
YOR126C	0.0123
YOR127W	-1.0992
YOR128C	0.5476
YOR129C	-0.7078
YOR130C	-0.2178
YOR131C	0.5212
YOR132W	-0.2882
YOR136W	2.0490
YOR137C	-1.0768
YOR138C	-0.3752
YOR140W	0.1831
YOR141C	-0.0373
YOR142W	0.9664
YOR143C	-0.0667
YOR144C	-0.7250
YOR145C	1.6734
YOR147W	-0.8780
YOR148C	-0.9301
YOR149C	-1.0738
YOR150W	0.0793
YOR151C	-0.3215
YOR152C	-0.9344
YOR153W	0.3675
YOR154W	-0.8903
YOR155C	-0.1291
YOR156C	-0.3171
YOR157C	1.0340
YOR158W	0.0990
YOR159C	1.3595
YOR160W	-0.3915
YOR161C	-0.0237
YOR162C	-0.9224
YOR163W	0.6256
YOR164C	0.6255
YOR165W	-0.0706
YOR166C	-0.8127
YOR167C	2.0849
YOR168W	1.0595
YOR171C	0.3314
YOR172W	-1.2571
YOR173W	-0.6418
YOR174W	-0.1790
YOR175C	-0.2975
YOR176W	0.6068
YOR177C	0.0306
YOR179C	0.0887
YOR181W	0.2771
YOR184W	0.8896
YOR185C	0.3263
YOR187W	0.4782
YOR188W	-0.6565
YOR189W	0.5724
YOR191W	-1.1105
YOR193W	-1.4088
YOR194C	0.6502
YOR195W	-0.0936
YOR196C	-0.3085
YOR197W	0.6126
YOR198C	1.4935
YOR201C	-0.1763
YOR202W	1.4541
YOR204W	1.1714
YOR205C	-1.2591
YOR206W	0.2618
YOR207C	-0.4143
YOR208W	-0.7995
YOR209C	0.4322
YOR210W	1.4697
YOR211C	-0.4623
YOR212W	-0.0037
YOR213C	-0.5906
YOR215C	0.8182
YOR216C	-0.1708
YOR217W	0.2453
YOR219C	-0.6523
YOR220W	0.5725
YOR221C	-0.1989
YOR222W	-0.6971
YOR223W	0.4578
YOR224C	0.9946
YOR226C	1.3756
YOR227W	-1.2458
YOR228C	-0.1657
YOR229W	-0.2189
YOR230W	0.8866
YOR231W	-0.3320
YOR232W	1.0274
YOR233W	-0.7423
YOR234C	1.4166
YOR236W	-0.1049
YOR237W	0.2193
YOR238W	-0.3961
YOR239W	0.9171
YOR241W	-0.1217
YOR243C	0.0267
YOR244W	-0.5655
YOR245C	-0.3542
YOR246C	-0.8362
YOR247W	2.2236
YOR249C	-0.5567
YOR250C	-0.2156
YOR251C	0.5219
YOR252W	1.1974
YOR253W	0.5990
YOR254C	0.2259
YOR256C	-0.8212
YOR257W	1.2977
YOR258W	-0.5136
YOR259C	0.7513
YOR260W	-0.1793
YOR261C	0.6259
YOR262W	0.0570
YOR264W	0.9684
YOR265W	1.2556
YOR266W	-0.6063
YOR267C	-0.1449
YOR269W	-0.7267
YOR270C	0.1626
YOR271C	0.6586
YOR272W	0.5873
YOR273C	-0.1394
YOR274W	-0.0866
YOR275C	-1.1487
YOR276W	2.6407
YOR278W	-0.4017
YOR279C	0.3431
YOR280C	0.5782
YOR281C	0.8675
YOR283W	0.9371
YOR284W	-0.3889
YOR285W	1.1004
YOR286W	0.9138
YOR287C	0.7739
YOR288C	0.3519
YOR289W	0.1236
YOR290C	-1.0391
YOR291W	-0.9618
YOR292C	-0.2738
YOR293W	2.1020
YOR294W	1.1098
YOR295W	-0.3989
YOR296W	-0.9545
YOR297C	0.0931
YOR298C-A	1.8490
YOR299W	-0.7464
YOR301W	-0.3661
YOR302W	0.2260
YOR303W	-0.6700
YOR304C-A	0.0911
YOR304W	-0.6786
YOR305W	-1.1364
YOR306C	-1.2888
YOR307C	-0.7922
YOR308C	-0.0874
YOR309C	3.4369
YOR310C	1.2297
YOR311C	0.0688
YOR312C	1.1429
YOR315W	-0.2144
YOR316C	0.1704
YOR317W	0.6783
YOR319W	-0.6013
YOR320C	-0.6759
YOR321W	-0.3560
YOR322C	-0.9385
YOR323C	1.0727
YOR324C	-0.0914
YOR326W	-0.6475
YOR327C	1.3514
YOR329C	-0.5543
YOR330C	-1.3187
YOR332W	3.4705
YOR334W	0.7881
YOR335C	0.9051
YOR336W	-0.9296
YOR337W	-0.7466
YOR339C	-0.0518
YOR340C	0.7345
YOR341W	-0.3544
YOR342C	-0.3124
YOR344C	0.7013
YOR346W	-0.9088
YOR347C	0.0486
YOR349W	-1.0025
YOR350C	-1.0352
YOR352W	0.1136
YOR353C	-0.7377
YOR354C	-0.6853
YOR355W	-0.5529
YOR356W	-0.3748
YOR357C	0.3445
YOR358W	-0.3078
YOR359W	-0.1568
YOR360C	-0.6053
YOR361C	0.8683
YOR362C	0.7916
YOR363C	-0.8134
YOR367W	0.0966
YOR368W	-0.5274
YOR369C	1.7858
YOR370C	-0.7978
YOR371C	-0.9169
YOR372C	-0.3489
YOR373W	-0.2926
YOR374W	0.6035
YOR375C	1.1009
YOR377W	-0.6902
YOR378W	-0.1643
YOR379C	1.3404
YOR380W	-0.8750
YOR382W	1.7813
YOR383C	1.7226
YOR384W	-1.2943
YOR385W	-0.0013
YOR386W	-0.3102
YOR389W	0.0955
YPL001W	0.2831
YPL002C	-0.4814
YPL003W	-0.9901
YPL004C	1.1348
YPL005W	-0.6542
YPL006W	-0.7439
YPL007C	-0.5751
YPL008W	-0.9701
YPL009C	0.0051
YPL010W	0.9907
YPL011C	-0.6736
YPL012W	-0.1820
YPL013C	0.5234
YPL014W	0.0779
YPL015C	-1.0493
YPL016W	-0.3046
YPL017C	-1.7631
YPL018W	-0.1345
YPL019C	0.3994
YPL020C	-0.6265
YPL022W	-1.4418
YPL023C	-0.0971
YPL024W	-0.9723
YPL026C	-0.4251
YPL028W	1.2201
YPL029W	-0.9105
YPL030W	-0.0006
YPL031C	0.2001
YPL032C	-0.0962
YPL034W	0.0787
YPL036W	-0.8444
YPL037C	2.1055
YPL038W	-0.2220
YPL039W	-0.4342
YPL040C	-0.9460
YPL041C	-0.5607
YPL042C	-0.9386
YPL043W	1.3096
YPL045W	-0.8196
YPL046C	0.3314
YPL047W	-0.5502
YPL048W	1.1091
YPL049C	-0.1061
YPL050C	-0.1020
YPL051W	0.0226
YPL052W	0.0007
YPL053C	0.0155
YPL055C	0.1439
YPL057C	-0.3741
YPL058C	-0.8205
YPL059W	0.9767
YPL060W	-0.3186
YPL061W	1.7889
YPL063W	0.4687
YPL064C	-0.9020
YPL065W	0.0051
YPL066W	-1.2882
YPL067C	0.4623
YPL068C	-0.0333
YPL069C	-0.6492
YPL070W	-0.1983
YPL071C	-0.3565
YPL072W	-0.4502
YPL074W	-0.4921
YPL075W	-1.9040
YPL076W	-0.2836
YPL077C	-0.1203
YPL078C	0.7187
YPL079W	1.6185
YPL081W	1.3605
YPL082C	-1.4547
YPL083C	-1.0016
YPL084W	-0.2887
YPL085W	-0.1622
YPL086C	0.1883
YPL087W	-0.1328
YPL088W	-0.6491
YPL089C	-0.6346
YPL091W	0.9380
YPL092W	-0.6656
YPL093W	0.0874
YPL094C	0.4539
YPL095C	-0.7114
YPL096C-A	-0.0492
YPL096W	0.0087
YPL097W	-0.5598
YPL098C	1.3598
YPL099C	0.1983
YPL100W	-0.1543
YPL101W	0.1570
YPL103C	-0.3398
YPL104W	-0.7130
YPL105C	-0.4913
YPL106C	1.6212
YPL107W	0.1394
YPL108W	0.6321
YPL109C	-0.7335
YPL110C	-0.3447
YPL111W	1.1659
YPL112C	-0.0582
YPL113C	0.6242
YPL114W	0.9451
YPL115C	-0.9665
YPL116W	-0.4856
YPL117C	1.3449
YPL118W	-0.1044
YPL119C	-0.0694
YPL120W	-0.4548
YPL122C	-0.7023
YPL123C	0.4676
YPL124W	0.6035
YPL125W	-0.4968
YPL126W	-0.0696
YPL127C	1.3641
YPL128C	-0.1924
YPL129W	0.9130
YPL131W	2.0340
YPL132W	-0.3856
YPL133C	-0.9933
YPL134C	-0.7144
YPL135W	1.8784
YPL137C	-0.8552
YPL138C	-0.4946
YPL139C	0.5651
YPL140C	-0.3992
YPL141C	-0.9019
YPL143W	3.3754
YPL144W	0.0613
YPL145C	0.6299
YPL146C	0.5634
YPL147W	-0.0744
YPL148C	-0.6824
YPL149W	-1.2960
YPL150W	-0.9957
YPL151C	-0.7721
YPL152W	-0.0971
YPL153C	-0.5058
YPL154C	0.8982
YPL155C	-0.5617
YPL156C	-0.3868
YPL157W	-0.3042
YPL158C	-0.1775
YPL159C	0.2976
YPL160W	0.7626
YPL161C	-0.2347
YPL162C	-0.6228
YPL163C	1.2996
YPL164C	-0.8131
YPL166W	-0.0534
YPL168W	-0.5686
YPL169C	0.1529
YPL170W	1.0479
YPL172C	-0.7410
YPL173W	0.4769
YPL174C	-1.0490
YPL175W	-0.6173
YPL176C	-0.5139
YPL177C	0.1735
YPL178W	0.5152
YPL179W	-0.6608
