gene,mRNA_Half_Life
YMR099C,31.17132702
YLR181C,31.17244537
YLL010C,31.17335092
YER009W,31.18367785
YER005W,31.19186850
YDR183W,31.19336669
YMR002W,31.19390207
YJR052W,31.19921693
YPR023C,31.19952304
YHR061C,31.20000126
YFL050C,31.20466279
YKL011C,31.20698785
YOR195W,31.22512045
YNR051C,31.23184404
YDR460W,31.23387424
YNL309W,31.23487932
YPR047W,31.23659146
YHR100C,31.23815121
YNL130C,31.24143580
YLR176C,31.24731904
YMR224C,31.24894947
YLR028C,31.25183984
YMR078C,31.25781000
YOL038C-A,31.25953375
YLR010C,31.26130392
YNL325C,31.26459821
YEL025C,31.27043844
YDL104C,31.28641406
YLR239C,31.29074117
YPL148C,31.29375972
YGR074W,31.30801822
YKL184W,31.31262004
YJL105W,31.31307463
YGR056W,31.31586137
YLR242C,31.32569706
YPL169C,31.32744337
YGR015C,31.33381681
YBR158W,31.34665097
YBR201W,31.36113324
YOR327C,31.36591068
YDR017C,31.37519336
YDL006W,31.37698941
YGR192C,31.37803814
YOR330C,31.38018042
YNL131W,31.38042465
YNR045W,31.38296707
YLR320W,31.38589608
YOL140W,31.39282109
YDL018C,31.39988356
YIL005W,31.40211372
YOL044W,31.41212494
YIR025W,31.42589437
YGR274C,31.43208370
YOL070C,31.43353471
YAL055W,31.44058536
YIL145C,31.44961182
YDR296W,31.45235000
YOL155C,31.47924223
YDR147W,31.48020708
YJR040W,31.48109482
YBR159W,31.48569587
YDL097C,31.48620613
YDR289C,31.49200644
YOR307C,31.49889623
YLR287C-A,31.50024742
YNL126W,31.50549783
YPR019W,31.50868275
YPR088C,31.51027236
YDR115W,31.51078810
YNR027W,31.51589539
YBR125C,31.51739995
YLL001W,31.52519599
YNR039C,31.52759949
YGL115W,31.53792582
YGL234W,31.53863667
YDL012C,31.54843225
YNL070W,31.54916235
YDL140C,31.54942207
YIR001C,31.55302342
YDR200C,31.55509481
YCR075W-A,31.55614043
YPL134C,31.56371133
YER151C,31.56724954
YDL003W,31.59104758
YML012W,31.59249652
YLL028W,31.59761238
YAL021C,31.60372952
YNL091W,31.61341389
YDR153C,31.62398138
YPL059W,31.62423748
YDL212W,31.62956653
YIL003W,31.63417210
YIR010W,31.63469594
YML102W,31.63819927
YDR162C,31.63922930
YNL024C-A,31.64283411
YIL026C,31.64347660
YPL022W,31.65034286
YLR043C,31.66146324
YBR126W-B,31.67920564
YML112W,31.68255367
YBL105C,31.68398078
YCR009C,31.68441384
YMR080C,31.68627430
YLR257W,31.70377953
YPL155C,31.71131961
YDR097C,31.71248960
YDL189W,31.71783494
YBR022W,31.72067991
YIR023W,31.72213742
YER080W,31.73817578
YLR394W,31.74846376
YHR113W,31.75312675
YBR095C,31.75410240
YGR134W,31.76906478
YPL178W,31.77110533
YDR103W,31.78114578
YFR006W,31.78329522
YBR120C,31.78644812
YBR151W,31.78684555
YBR231C,31.80121587
YEL013W,31.80849591
YDL180W,31.81142417
YMR024W,31.82507036
YJL039C,31.82631079
YGL105W,31.82712970
YER046W,31.83292635
YDR352W,31.83500805
YOR084W,31.83725281
YKL024C,31.84521054
YMR171C,31.84680852
YDR534C,31.85866755
YPL215W,31.85896868
YDL119C,31.86424889
YIL051C,31.86635001
YML009C,31.86998754
YLR299W,31.87342979
YBR103W,31.87504887
YJR136C,31.88925307
YKL088W,31.89239171
YJL131C,31.89442555
YML099C,31.91240123
YIL094C,31.91486476
YKL080W,31.92236187
YAR018C,31.92251239
YGR221C,31.93211664
YDR357C,31.95143922
YBR058C,31.95397286
YJL051W,31.95828376
YHR200W,31.96252355
YDL049C,31.97057265
YLR375W,31.97221636
YIR030C,31.97419845
YGL001C,31.97987513
YGL224C,31.99360044
YJR104C,32.01846047
YFR046C,32.01888608
YMR199W,32.02633994
YNL048W,32.02778473
YKL215C,32.02831552
YGL058W,32.03457972
YNL071W,32.04469553
YDR380W,32.05212108
YPL106C,32.06418437
YNL127W,32.06556646
YPL028W,32.07086139
YIL115C,32.07910169
YDR419W,32.07923336
YPL088W,32.07928316
YHL004W,32.08163203
YER104W,32.08376916
YBL104C,32.08513039
YNL316C,32.08630581
YMR020W,32.09252889
YNL082W,32.11135810
YMR121C,32.11360713
YKR043C,32.13299385
YAR071W,32.13923743
YJR051W,32.14634363
YDR332W,32.14783924
YNR032C-A,32.16838005
YCL057W,32.16853461
YDL161W,32.16964657
YPL042C,32.17153294
YCR003W,32.17316953
YGL125W,32.18126657
YLR113W,32.18968497
YML013W,32.20212588
YGL247W,32.21200043
YML051W,32.22155616
YNL122C,32.22741100
YDR163W,32.23245417
YEL050C,32.23557562
YNL073W,32.23708209
YDR430C,32.24228859
YLR082C,32.24717973
YHR166C,32.24743046
YIL153W,32.24962764
YGL022W,32.25129594
YIL090W,32.25273772
YLL013C,32.25816917
YMR149W,32.27815877
YBR218C,32.29072013
YLR418C,32.30015898
YBR276C,32.31275138
YOR324C,32.32498737
YPR001W,32.32791111
YKR051W,32.33546936
YPL125W,32.34836590
YBR098W,32.34851552
YDL225W,32.35707932
YKL071W,32.35979543
YPR179C,32.36293357
YLR284C,32.36632438
YLR199C,32.36794571
YMR122W-A,32.38946213
YKL179C,32.39971215
YPL129W,32.40275199
YDL178W,32.40556096
YDL176W,32.40707295
YGL196W,32.40961803
YPR095C,32.41980283
YNL154C,32.43186691
YJR060W,32.43270570
YFR002W,32.43291388
YGL114W,32.43774105
YPL103C,32.43989650
YGR007W,32.44198541
YDR135C,32.46970081
YMR009W,32.47547605
YPL195W,32.50219655
YEL006W,32.50870494
YHR083W,32.51585480
YER177W,32.52109828
YKL178C,32.52311195
YMR123W,32.52703540
YJL101C,32.53024924
YBR248C,32.53464616
YBR016W,32.53642839
YER091C,32.53797272
YBR086C,32.55017737
YDR098C,32.55079055
YHR078W,32.55309585
YNL088W,32.55440515
YPR007C,32.55463419
YDR255C,32.55838090
YER120W,32.58257394
YNL044W,32.58986004
YDL215C,32.59042355
YMR228W,32.59382637
YJR049C,32.60006952
YDR276C,32.60732610
YLR087C,32.62260730
YLR137W,32.63526742
YBR272C,32.64366661
YDR320C-A,32.65563765
YGL242C,32.67034795
YNL330C,32.67110269
YER093C-A,32.67807361
YHL008C,32.68270484
YOR270C,32.69126495
YGL025C,32.69353433
YHR124W,32.69661358
YGL014W,32.70072077
YDL145C,32.70080837
YDR191W,32.71200183
YER100W,32.72869754
YLR085C,32.73094540
YPR176C,32.74474509
YBL035C,32.75577576
YNL214W,32.75608345
YOL135C,32.75903787
YAL051W,32.76325222
YMR189W,32.77374128
YDR424C,32.78173200
YHR043C,32.78210747
YBR073W,32.78287998
YDR221W,32.78582016
YKL195W,32.78963490
YKL218C,32.79068860
YDL053C,32.79391155
YDR119W,32.79568220
YNL218W,32.79998447
YMR288W,32.80173058
YBR236C,32.80952668
YMR028W,32.81535155
YJL140W,32.82569010
YJR122W,32.83031427
YOR198C,32.83093510
YOL148C,32.83599180
YHR042W,32.85427588
YHR017W,32.86156513
YHL031C,32.86273602
YBR286W,32.86609572
YMR037C,32.87418980
YKR008W,32.87705993
YGL017W,32.88455483
YOR257W,32.89375810
YOL034W,32.89394225
YDR238C,32.89775140
YGL110C,32.90099090
YJL191W,32.90224887
YER094C,32.90797016
YHR012W,32.91973308
YBR088C,32.92843311
YOL004W,32.93081238
YOL043C,32.93709280
YDL024C,32.95889639
YPR027C,32.96192913
YDR370C,32.96721794
YER187W,32.97932016
YNL128W,32.97952932
YLR116W,32.98614148
YIL056W,32.99227170
YNL206C,32.99276574
YEL031W,32.99996741
YAL046C,33.00137758
YHL030W,33.00174623
YGR217W,33.00502679
YDR033W,33.00531355
YHR072W,33.00617352
YBL056W,33.01150849
YLR079W,33.03397073
YLR407W,33.03781185
YGL018C,33.04153674
YGL057C,33.04365496
YML046W,33.04560462
YPL020C,33.04915690
YGL221C,33.05798578
YOL031C,33.06665200
YGR202C,33.06841441
YLL043W,33.07002261
YIL095W,33.08450656
YJL193W,33.08771659
YFR004W,33.10490690
YKL094W,33.10810315
YEL036C,33.11349150
YJR111C,33.12553310
YNL137C,33.14868868
YFR026C,33.14991106
YNR059W,33.15233110
YLR194C,33.15414907
YJR152W,33.16301929
YJL130C,33.16546038
YIL106W,33.17465183
YGL002W,33.17686899
YBL010C,33.17880656
YGL153W,33.21402938
YMR314W,33.22072200
YER138W-A,33.22209054
YGR079W,33.24069565
YCR094W,33.24112319
YJR015W,33.24122259
YDR518W,33.25294873
YGR024C,33.25423082
YEL058W,33.26066206
YLR096W,33.26202638
YGR244C,33.26297074
YMR250W,33.26331534
YPL047W,33.26580309
YKL058W,33.26745474
YDR242W,33.26804800
YKL033W-A,33.27444433
YPR008W,33.28499970
YOR151C,33.28832158
YJL143W,33.30649206
YDR520C,33.33112357
YPL010W,33.36570005
YMR077C,33.37709354
YBR082C,33.37983045
YNL005C,33.38165962
YCR024C,33.38415371
YJL037W,33.39907622
YKR088C,33.40324375
YPL091W,33.40328901
YNL229C,33.40868874
YDR301W,33.41093834
YDR531W,33.41114361
YMR040W,33.42252329
YJR075W,33.42455639
YDR524C-B,33.42879355
YDR143C,33.43324485
YPL183W-A,33.44259962
YFL008W,33.45525668
YDR404C,33.46167855
YLR110C,33.46778006
YJL104W,33.47090587
YGR257C,33.47882445
YIL152W,33.48424518
YKL116C,33.48435699
YNL172W,33.48984457
YFL029C,33.49514787
YLR208W,33.50159123
YNL288W,33.50178161
YGL157W,33.50317257
YBR081C,33.51374550
YMR184W,33.52370198
YKL047W,33.52648257
YHR151C,33.53069424
YLR455W,33.53501324
YGL134W,33.56131659
YMR265C,33.56163941
YCR095C,33.57093649
YGR172C,33.57706311
YPL074W,33.57744562
YHR114W,33.58105016
YDR458C,33.58682206
YDR223W,33.60207349
YNL212W,33.62016266
YER122C,33.64474984
YOL158C,33.65544824
YML109W,33.65898765
YMR115W,33.67324480
YBR057C,33.67431541
YKL032C,33.67909068
YMR157C,33.68089376
YBR282W,33.69930356
YKR018C,33.70176966
YNL078W,33.71638824
YGR048W,33.71911454
YJL099W,33.73662937
YHR086W,33.74424655
YMR034C,33.74861299
YBR063C,33.76061886
YIL123W,33.76155294
YGL200C,33.79088858
YHR071W,33.79980392
YJL029C,33.80657583
YIR018W,33.82020468
YNL161W,33.82480760
YOL104C,33.83976700
YDR311W,33.84764290
YDR481C,33.86451156
YGL194C,33.87078575
YMR013C,33.87267277
YPR065W,33.88549501
YNR055C,33.88718523
YBR129C,33.89324530
YDR228C,33.89989731
YOR193W,33.90320900
YJL115W,33.91971407
YDL133W,33.92486923
YER179W,33.92917628
YPL034W,33.95007258
YJL128C,33.95626326
YBL088C,33.96306423
YMR218C,33.97027838
YPR186C,33.97042773
YPR057W,33.97092258
YPL096W,33.97359114
YKR087C,33.97765067
YPL147W,33.98231670
YGL194C-A,33.98900240
YGR042W,33.99082643
YDR127W,33.99187792
YJR116W,33.99330530
YGR084C,33.99486949
YPL221W,33.99515325
YCR092C,34.00142694
YER157W,34.00280009
YNR049C,34.00295617
YLR330W,34.00344435
YHL010C,34.00418296
YPR006C,34.00953704
YOR158W,34.01025877
YLR090W,34.01307755
YIL068C,34.02830641
YKL146W,34.02846374
YBR080C,34.04538596
YMR285C,34.05737026
YIL038C,34.06015178
YCR053W,34.06504886
YCL032W,34.06915163
YPR188C,34.07384496
YMR287C,34.07768821
YOL068C,34.07953203
YGL085W,34.08803661
YDR484W,34.08888988
YER031C,34.09980645
YFR043C,34.10002789
YKL063C,34.10111143
YOR249C,34.10245808
YIL122W,34.11025001
YBR044C,34.12040852
YER072W,34.14092650
YNL281W,34.14247438
YER013W,34.14280922
YIL050W,34.15471544
YNL049C,34.15498677
YLR277C,34.15866010
YJR042W,34.16873843
YDR018C,34.17053753
YBR131W,34.18100340
YBR233W,34.18600908
YNR010W,34.18777260
YPR140W,34.19031180
YHR132C,34.19546142
YNR040W,34.19837226
YBL036C,34.19929323
YOR238W,34.21144398
YPL176C,34.21365680
YOL088C,34.21791463
YJL045W,34.22569802
YML115C,34.22905232
YMR264W,34.28272322
YGL124C,34.28932051
YAR028W,34.29198543
YIR035C,34.29812285
YGR287C,34.30406204
YBR188C,34.33111887
YOR196C,34.34080286
YNL176C,34.34096175
YFL049W,34.35626002
YEL017C-A,34.38451878
YBR023C,34.39029785
YOL008W,34.40265495
YNL293W,34.41666321
YHR030C,34.41776936
YOR118W,34.42833979
YPR111W,34.44506284
YDL193W,34.45449427
YPL202C,34.45775282
YHR132W-A,34.45779685
YHR137W,34.46387796
YJR156C,34.49568403
YOR329C,34.50846546
YKR091W,34.51503154
YOR016C,34.52785485
YML057W,34.52963919
YPL174C,34.53121393
YLR357W,34.53858370
YPR180W,34.53917051
YKL064W,34.56366137
YNL192W,34.59503493
YMR065W,34.60368714
YDR079C-A,34.60750832
YOR026W,34.63243093
YNR052C,34.63860262
YLR443W,34.64432407
YOR099W,34.64465748
YBR258C,34.65821711
YBL017C,34.66332801
YLR433C,34.68427930
YKR080W,34.69762330
YJL129C,34.70170751
YMR137C,34.70689732
YJL158C,34.70697693
YDR057W,34.71589426
YLR187W,34.72883822
YKL005C,34.72915423
YDR164C,34.74269787
YMR185W,34.74653309
YBR279W,34.74775515
YJL192C,34.75414246
YDR013W,34.76232084
YNL287W,34.77606169
YIL109C,34.77942233
YCR023C,34.78014655
YER124C,34.78840873
YNL238W,34.79438179
YDL073W,34.80017383
YDL218W,34.80675447
YLR013W,34.81943819
YMR300C,34.83596752
YFR021W,34.83694839
YEL064C,34.83792877
YOR131C,34.84465987
YKR072C,34.86064386
YMR238W,34.88349863
YIR004W,34.88797321
YBR010W,34.89857548
YPL019C,34.90175147
YBL033C,34.90253636
YBR210W,34.91223320
YIR002C,34.93265638
YKR023W,34.93292658
YDR297W,34.94501111
YNL299W,34.94695166
YJL126W,34.95664263
YDR214W,34.95915607
YJL216C,34.96580384
YKR019C,34.97552280
YMR313C,35.00780622
YOL130W,35.01894546
YDR208W,35.02215365
YLR080W,35.05176256
YBR301W,35.05711232
YML028W,35.06232660
YER088C,35.06599038
YER077C,35.07239333
YDR168W,35.07445682
YPL279C,35.07471892
YLR138W,35.07647759
YLR227C,35.08082688
YML103C,35.10581040
YOR103C,35.15242595
YLL027W,35.17399619
YPL095C,35.18306185
YMR298W,35.19358126
YER171W,35.20294108
YKL092C,35.20796117
YGR029W,35.20836843
YJL035C,35.21903721
YDR181C,35.22169804
YER098W,35.26696939
YEL001C,35.26787495
YPL089C,35.27894613
YOR381W-A,35.29407134
YPL096C-A,35.30306015
YER086W,35.31059413
YGL106W,35.31189527
YLL025W,35.32560525
YER144C,35.33149075
YGR087C,35.33484242
YDL088C,35.33883719
YOR080W,35.34517994
YNL138W,35.35247470
YGL252C,35.37035885
YOR208W,35.38005936
YDR333C,35.41109560
YPL045W,35.41711694
YKR104W,35.45269072
YFL028C,35.46303789
YKL189W,35.47439576
YGR019W,35.50093632
YHR162W,35.50885713
YOR085W,35.51885094
YLR389C,35.55409497
YDR376W,35.56231143
YKR100C,35.56270198
YMR097C,35.56934583
YIL030C,35.57182628
YDR408C,35.57906130
YMR047C,35.58591199
YLR066W,35.59054073
YPR032W,35.59600932
YBL007C,35.59948409
YGR125W,35.60107100
YHR077C,35.60223619
YJL083W,35.62589837
YLR442C,35.62807480
YJL184W,35.63895190
YJL165C,35.64136823
YBR194W,35.66016250
YOR007C,35.66418696
YPR129W,35.69402748
YML059C,35.70391229
YPL246C,35.70699655
YOR069W,35.71352393
YDR142C,35.71791053
YDR105C,35.71815716
YKL217W,35.74762558
YEL051W,35.77564606
YNL031C,35.77611804
YBR041W,35.77710505
YPL173W,35.78109650
YLR146W-A,35.78754627
YLR359W,35.81343538
YBR165W,35.81364575
YDR320C,35.86452188
YMR026C,35.87473835
YDL239C,35.89447905
YPR106W,35.89617104
YNL300W,35.89778107
YDR150W,35.89960881
YER123W,35.90927123
YDL144C,35.91764946
YIL156W,35.93756372
YIL128W,35.94257209
YPR148C,35.95204597
YOR171C,35.96750320
YIL075C,35.99074554
YMR061W,36.00095998
YJR046W,36.00295132
YMR211W,36.01038469
YCR004C,36.01092164
YNL067W,36.01117147
YHR039C-A,36.01791432
YGR089W,36.03839980
YLR241W,36.03843480
YGR253C,36.04814333
YNL039W,36.04890377
YCR088W,36.05361931
YBL046W,36.05577930
YBR093C,36.06282406
YGR193C,36.06866290
YDL238C,36.07771548
YJR117W,36.08021427
YDR081C,36.09741465
YGL233W,36.10005239
YDR501W,36.10567712
YIL044C,36.10923033
YLR092W,36.12762427
YPL204W,36.12810907
YAL032C,36.12882584
YGR100W,36.14076597
YNL136W,36.15103548
YGR092W,36.15572954
YOL123W,36.15754304
YBR102C,36.15922761
YER167W,36.18000360
YGR275W,36.18405214
YMR209C,36.21052082
YGR266W,36.22271148
YNR011C,36.23261089
YBL098W,36.26327115
YLR095C,36.27228616
YBR138C,36.27974441
YJR006W,36.28061846
YMR161W,36.28888881
YER023W,36.29447647
YPL181W,36.30110518
YOR256C,36.30522820
YDR206W,36.31294272
YPL218W,36.31618610
YKL162C,36.31688195
YMR076C,36.32348028
YMR005W,36.32721821
YDR451C,36.33154230
YFR039C,36.34335132
YKR021W,36.34585535
YKL194C,36.34653712
YHL017W,36.34656431
YLL012W,36.36369022
YBR130C,36.36756784
YHR142W,36.37501325
YHL044W,36.38670121
YKL045W,36.40132832
YHR178W,36.41909876
YOR293C-A,36.42785635
YPL124W,36.45242174
YJR102C,36.45316606
YEL059C-A,36.45741217
YGR117C,36.46513354
YCR065W,36.46640470
YBR195C,36.48497465
YBR114W,36.49263079
YPR025C,36.50972044
YOR262W,36.51632047
YBL005W,36.51708999
YOL072W,36.51771509
YIL169C,36.51913745
YJR137C,36.53064196
YHR157W,36.56844161
YAL053W,36.58306754
YPR009W,36.58376526
YBL060W,36.58953637
YIL147C,36.59339931
YER087W,36.59688907
YHR164C,36.60788128
YOR005C,36.60955700
YLR437C,36.64568917
YOR332W,36.65820813
YGR113W,36.66108378
YER040W,36.66417151
YGL231C,36.66643887
YFL062W,36.67400412
YOL114C,36.70046852
YDR248C,36.70914814
YOR197W,36.71092038
YML088W,36.72129496
YJL030W,36.73969378
YMR162C,36.74865293
YDR524C,36.76191981
YIL002C,36.78642506
YNL295W,36.79335916
YCL005W,36.80445069
YOR187W,36.80627507
YOL013C,36.80705005
YOR354C,36.81071038
YGR147C,36.83730736
YLR398C,36.85519530
YNL173C,36.86769516
YNL331C,36.88052282
YLR343W,36.89633398
YLL003W,36.90619932
YLR414C,36.91115285
YDL230W,36.92190204
YGR002C,36.94741558
YPR029C,36.94961735
YJR149W,36.95107141
YML130C,36.95696674
YAR007C,36.97825092
YPL075W,36.97918404
YGR271W,36.97930796
YOL126C,37.00216137
YNL152W,37.00799953
YEL052W,37.01482388
YMR156C,37.02355757
YGL056C,37.03056464
YKL174C,37.05814456
YFL055W,37.07334081
YGL244W,37.08054204
YJL110C,37.08255149
YDR507C,37.09823228
YNR035C,37.11653113
YLR023C,37.13723471
YNR033W,37.14767030
YKL101W,37.16260609
YGR061C,37.16804145
YCR015C,37.17179130
YKL159C,37.17893363
YML020W,37.18948479
YER143W,37.19369404
YLR246W,37.19425101
YFL034C-B,37.21963388
YER057C,37.24117472
YNL165W,37.24197265
YMR293C,37.24350099
YCR104W,37.28096583
YLR134W,37.29461221
YOR212W,37.29912885
YGL210W,37.31319838
YMR100W,37.32743336
YNL320W,37.35153416
YNL322C,37.37733826
YLR005W,37.38135249
YKL128C,37.38921270
YNL294C,37.38993350
YPL259C,37.39496559
YCL055W,37.39696636
YOR368W,37.39987673
YOR033C,37.43133171
YNL027W,37.44705720
YKL052C,37.47724342
YOR237W,37.50113721
YPR072W,37.51244873
YIL049W,37.51649375
YDL243C,37.51870914
YHR074W,37.53205806
YDR421W,37.54063554
YLR362W,37.54950789
YMR240C,37.55153852
YAR035C-A,37.55889940
YOR070C,37.55905086
YDL235C,37.56103274
YNL312W,37.58198177
YOL128C,37.59368539
YDR477W,37.59761950
YHR115C,37.59872856
YLR205C,37.62419923
YGR166W,37.62924094
YKR030W,37.63083383
YLR229C,37.64202235
YOL105C,37.67813170
YDL210W,37.69091968
YPL098C,37.69148831
YJR142W,37.70126087
YJL117W,37.71499442
YHR111W,37.71545194
YKL087C,37.72016720
YLL039C,37.72101175
YPL153C,37.73095853
YBR235W,37.73459229
YIL007C,37.75764245
YOR042W,37.75917958
YFL007W,37.77817609
YFR042W,37.78784009
YDR036C,37.79970733
YIL151C,37.81322509
YDR169C,37.81724619
YEL069C,37.85527581
YGR028W,37.87210205
YJL201W,37.87233252
YOR382W,37.87378402
YNL177C,37.88020382
YDR014W,37.89645987
YDR141C,37.89792649
YML002W,37.91038344
YDR409W,37.91192747
YNL086W,37.92061604
YMR319C,37.93601731
YDL138W,37.93682777
YER018C,37.96598819
YCR073W-A,37.96628676
YKL038W,38.02617900
YDR441C,38.03442979
YOR241W,38.04008225
YGL179C,38.05661425
YPL242C,38.05666388
YJR036C,38.06480041
YLR421C,38.07110848
YBR018C,38.07539235
YBR294W,38.08663348
YNL263C,38.09165549
YBL089W,38.09444819
YDL010W,38.12175437
YBR145W,38.14126296
YLR089C,38.15431930
YDR394W,38.16396628
YLR097C,38.18150014
YOR322C,38.18807723
YER121W,38.18820350
YDR316W,38.19050635
YJL159W,38.19236619
YIL138C,38.19663901
YPR145W,38.21173910
YKL212W,38.22452181
YOR375C,38.22891976
YKL207W,38.23276996
YLR403W,38.23988670
YNL035C,38.24342075
YGL202W,38.25859148
YMR201C,38.27492257
YKR034W,38.30300230
YLR430W,38.30377717
YGL043W,38.32030020
YNL047C,38.32296267
YLR450W,38.36324482
YHR084W,38.36325629
YOR274W,38.36492565
YJR080C,38.36586148
YKR029C,38.38065676
YJR125C,38.38650567
YMR155W,38.39128979
YDR407C,38.39872822
YBR127C,38.40951607
YNR013C,38.41408301
YNL092W,38.42493756
YOR097C,38.45008021
YDR335W,38.48164967
YBR004C,38.51379728
YOL007C,38.52415745
YDR503C,38.53644288
YDR194C,38.54840827
YMR054W,38.56790189
YLL063C,38.57833245
YDL233W,38.60037539
YJR127C,38.61598738
YGL205W,38.62677211
YER008C,38.63473316
YOR244W,38.65004719
YGL091C,38.66479242
YML027W,38.67244501
YGR013W,38.67388777
YDL076C,38.67915527
YPR165W,38.69628180
YOR127W,38.70607742
YLR452C,38.70772947
YJL062W-A,38.71864258
YER010C,38.74581485
YOL152W,38.75312037
YDR378C,38.75712987
YKL126W,38.76760862
YER136W,38.76857184
YHR009C,38.77117876
YBL022C,38.77703855
YCL048W,38.78098763
YJL020C,38.79306915
YDL232W,38.85064196
YDR175C,38.86455106
YNL183C,38.86540661
YLR165C,38.87698113
YFL005W,38.88013473
YMR088C,38.89399574
YBR019C,38.90477550
YGL107C,38.91023567
YIL010W,38.91318358
YGR227W,38.93095641
YNR041C,38.93121493
YLR084C,38.95968436
YOR156C,38.96298856
YOR290C,38.96345328
YFR022W,38.96936702
YJL108C,38.97733288
YOR372C,38.98224079
YFL048C,38.99905328
YPR178W,38.99924946
YNR030W,39.00387260
YNL268W,39.00734704
YOL017W,39.02941866
YKR039W,39.04022731
YCR067C,39.05842443
YER093C,39.05958715
YGR005C,39.06847928
YML110C,39.09032018
YOR037W,39.09799347
YKL104C,39.09973954
YJR139C,39.10333283
YGL005C,39.12521524
YPL265W,39.17722072
YGR167W,39.18241220
YER081W,39.18482009
YDL185W,39.18750230
YLR300W,39.18897683
YPL168W,39.21688970
YDR392W,39.21988491
YKL204W,39.22221706
YDL175C,39.22666600
YJL167W,39.23184223
YKL105C,39.24457718
YDR129C,39.25285571
YHR122W,39.26608717
YPR089W,39.26933024
YMR179W,39.28443675
YDL135C,39.29411649
YNL224C,39.31243554
YBL090W,39.32278383
YJL176C,39.33020408
YLR309C,39.33626961
YER130C,39.33644035
YHR102W,39.35045016
YDR027C,39.36419599
YMR272C,39.36632041
YKL198C,39.37314216
YDL195W,39.38767494
YKL022C,39.39339866
YOR092W,39.43697692
YIL088C,39.46466396
YNL076W,39.47223433
YER090W,39.47816215
YGR038W,39.48591245
YNL258C,39.49654044
YKL091C,39.51781468
YIL157C,39.51927409
YMR222C,39.53474590
YER145C,39.55115687
YFR008W,39.55414603
YDR420W,39.55688016
YKR061W,39.56413046
YMR183C,39.57105739
YOR155C,39.57920528
YGR204W,39.57927867
YBL047C,39.58694519
YKL157W,39.59114937
YMR060C,39.60021967
YER176W,39.60127832
YBR111C,39.61381982
YDR435C,39.63134830
YBR200W,39.63255600
YDL028C,39.64942400
YKL129C,39.65060339
YJL047C,39.65236095
YKL110C,39.65744989
YGL093W,39.66124271
YKR053C,39.68614155
YLR369W,39.69928034
YPL262W,39.70947080
YIL140W,39.71359365
YPL064C,39.74570818
YDR388W,39.74833852
YCR033W,39.75796009
YBR179C,39.76740365
YHR092C,39.77363747
YAL008W,39.78512989
YLR237W,39.79143413
YDL029W,39.81985721
YNL106C,39.82691352
YLR211C,39.83012858
YKR065C,39.83718773
YGR044C,39.83859337
YMR019W,39.84180844
YGR209C,39.84521942
YML092C,39.84637945
YGR238C,39.85157175
YLR426W,39.85305539
YIL002W-A,39.86523697
YJL153C,39.86895302
YER129W,39.87422989
YPL070W,39.88147757
YOR286W,39.88706184
YGR122W,39.89483469
YMR237W,39.90210479
YOL062C,39.91443506
YOR128C,39.92259996
YNL284C,39.92743705
YPR036W-A,39.92917175
YLR460C,39.94079331
YJL187C,39.94140618
YJL059W,39.94172282
YJL002C,39.96341811
YMR170C,39.97688261
YHR005C,39.97884955
YJR113C,39.99022278
YOR311C,39.99137383
YNL230C,39.99391568
YDL126C,39.99444231
YGL023C,39.99667001
YBR108W,40.00298446
YPL191C,40.01087788
YKL219W,40.02401046
YPL267W,40.03430010
YML069W,40.03594815
YDL206W,40.05831580
YJR090C,40.06026601
YDR294C,40.06044762
YOR236W,40.06695119
YML119W,40.09576811
YJL123C,40.09637155
YJL180C,40.10811724
YER052C,40.13540048
YDL134C,40.14104066
YPR100W,40.14299155
YLR336C,40.16246426
YOL138C,40.18326221
YMR083W,40.22337081
YIL154C,40.24955479
YPL234C,40.25372563
YGL151W,40.26288439
YER134C,40.26309391
YGL207W,40.26654424
YMR192W,40.27478646
YBR146W,40.28428609
YBL051C,40.30586882
YML076C,40.31660333
YIL098C,40.31703394
YDR379C-A,40.32278605
YLR058C,40.33666650
YDR495C,40.34144573
YOL137W,40.35232251
YGR067C,40.35422876
YML070W,40.39688945
YDL021W,40.42197585
YOR267C,40.42354148
YNL081C,40.43394657
YHR028C,40.44671747
YHR120W,40.46977316
YBR011C,40.47524350
YGL222C,40.47564926
YOR109W,40.49180614
YGL167C,40.49268888
YDL154W,40.50146467
YAR019C,40.52589904
YDR512C,40.53086262
YPL180W,40.53791109
YPL224C,40.55649110
YOR138C,40.57912889
YNL097C,40.59097737
YKL003C,40.60799938
YHR099W,40.61614859
YKR093W,40.61746314
YIL009C-A,40.62505069
YJL206C,40.63933048
YKL192C,40.65226485
YIL035C,40.66198139
YGR104C,40.66370050
YKL020C,40.66467285
YOR367W,40.66746073
YIL048W,40.68118226
YNL272C,40.68428718
YOL016C,40.68514239
YBR253W,40.69137391
YOL049W,40.69717260
YOR079C,40.73038443
YAL049C,40.73738079
YPL137C,40.75508613
YGL190C,40.76076725
YGR233C,40.76884947
YNL025C,40.77517015
YMR221C,40.78253172
YKL211C,40.79053107
YBR229C,40.79508227
YIR011C,40.80217523
YGL181W,40.80384175
YPL228W,40.80465035
YDR109C,40.81360026
YGL130W,40.82303297
YOL058W,40.83437423
YDR244W,40.87322463
YOR297C,40.87773326
YJL071W,40.88059444
YCR044C,40.88803280
YGR062C,40.89185926
YAL039C,40.92400239
YAL041W,40.93259439
YGR267C,40.93751569
