ENSG,Degradation_rates
YOR266W,0.00083126
YDR061W,0.00082864
YGL067W,0.00082821
YER019W,0.00082609
YFR033C,0.00082275
YJR132W,0.00082237
YGL026C,0.00082136
YGR267C,0.00082076
YBR065C,0.00081815
YKL129C,0.00081803
YNL304W,0.00081708
YGL211W,0.00081395
YOR221C,0.00081199
YLR380W,0.00081190
YGL018C,0.00081185
YOL066C,0.00080837
YDR354W,0.00080733
YGL207W,0.00080679
YDR235W,0.00080570
YDL205C,0.00080550
YAL009W,0.00080421
YPR169W-A;YPR170W-B,0.00080379
YDR367W,0.00080373
YIL108W,0.00080289
YBR204C,0.00080287
YML075C,0.00080053
YKL024C,0.00079911
YBR191W,0.00079896
YBR254C,0.00079413
YBL104C,0.00079401
YBR025C,0.00079289
YHR216W,0.00079202
YOR166C,0.00079197
YIL053W,0.00079032
YDR067C,0.00078933
YDR473C,0.00078802
YLR179C,0.00078793
YNL108C,0.00078764
YPR183W,0.00078515
YGR171C,0.00078403
YMR208W,0.00078361
YNL220W,0.00077873
YLL024C,0.00077732
YKR046C,0.00077725
YDL001W,0.00077653
YHL003C,0.00077623
YOR087W,0.00077037
YOL031C,0.00077017
YMR321C;YPL273W,0.00076772
YBR248C,0.00076690
YCL050C,0.00076675
YMR268C,0.00076590
YCL040W,0.00076566
YNL007C,0.00075856
YNL076W,0.00075703
YOL094C,0.00075466
YAR019C,0.00075377
YOR230W,0.00075178
YBR282W,0.00075009
YDR035W,0.00074955
YKR004C,0.00074646
YOL062C,0.00074610
YOR136W,0.00074582
YEL071W,0.00074512
YIL074C,0.00074356
YKL021C,0.00074327
YHR200W,0.00074160
YBR213W,0.00074048
YBR061C,0.00073797
YKL206C,0.00073671
YDR159W,0.00073648
YER133W,0.00073531
YHR186C,0.00073483
YPL263C,0.00073476
YNL037C,0.00073017
YHR187W,0.00072608
YNL104C,0.00072505
YPL208W,0.00072491
YGL185C,0.00072459
YHR174W,0.00072056
YCL004W,0.00071985
YIL118W,0.00071510
YHR112C,0.00071404
YLR065C,0.00071296
YIL052C,0.00071238
YER052C,0.00070981
YCR012W,0.00070399
YPR085C,0.00070325
YNL073W,0.00070228
YOR027W,0.00070205
YHR208W,0.00069741
YHR030C,0.00069521
YMR186W,0.00069510
YKL103C,0.00069477
YJL124C,0.00069379
YGL040C,0.00069350
YDL077C,0.00069305
YNL241C,0.00069272
YPL123C,0.00069093
YDL124W,0.00068942
YER081W,0.00068910
YKL064W,0.00068812
YLR085C,0.00068688
YCL028W,0.00068638
YFL029C,0.00068382
YNL281W,0.00068349
YDR063W,0.00068178
YBR053C,0.00068169
YNL015W,0.00067920
YGR234W,0.00067805
YJL055W,0.00067774
YER055C,0.00067736
YGL037C,0.00067616
YBR195C,0.00067534
YCR011C,0.00067428
YOR375C,0.00066966
YPL065W,0.00066960
YDR158W,0.00066785
YHR073W,0.00066720
YIL040W,0.00066589
YAR008W,0.00066515
YLL019C,0.00066195
YDL165W,0.00065983
YOR352W,0.00065448
YDR214W,0.00065232
YDL085C-A,0.00064836
YGL253W,0.00064827
YPR165W,0.00064757
YOL159C-A,0.00064364
YKL017C,0.00064359
YHR104W,0.00064254
YGL117W,0.00064107
YER147C,0.00063961
YLR304C,0.00063913
YER152C,0.00063421
YJR148W,0.00063254
YBR272C,0.00062966
YHR183W,0.00062204
YJR025C,0.00061779
YKL128C,0.00061600
YHR087W,0.00061547
YMR312W,0.00061494
YLR216C,0.00061464
YNL004W,0.00060984
YBL087C;YER117W,0.00060501
YPR145W,0.00060500
YOR289W,0.00060478
YLR378C,0.00060351
YOR174W,0.00060255
YHR077C,0.00060171
YEL060C,0.00059918
YOL086W-A,0.00059896
YHR047C,0.00059658
YPL242C,0.00058721
YML085C,0.00058635
YLR332W,0.00058607
YCR079W,0.00058592
YDR518W,0.00058528
YNL257C,0.00058316
YIL048W,0.00058177
YOR175C,0.00057887
YBR256C,0.00057795
YBR145W,0.00057752
YLR370C,0.00057698
YMR121C,0.00057562
YAL005C,0.00057236
YOL093W,0.00057234
YLR354C,0.00056941
YMR224C,0.00056613
YNL288W,0.00055955
YMR170C,0.00055599
YPR174C,0.00055128
YLR287C-A;YOR182C,0.00055053
YNL242W,0.00054783
YBR257W,0.00054688
YJR109C,0.00054496
YDR171W,0.00053992
YLR247C,0.00053910
YNR034W,0.00053804
YKL130C,0.00053687
YDR451C,0.00053593
YCR002C,0.00053246
YHR179W,0.00053072
YGL242C,0.00052791
YKL007W,0.00052431
YML130C,0.00052326
YPR176C,0.00050571
YNR035C,0.00050230
YGL009C,0.00050059
YER044C,0.00049786
YDL183C,0.00049603
YIR034C,0.00048898
YLL026W,0.00048787
YDR139C,0.00048303
YOL055C;YPL258C,0.00048264
YHR029C,0.00047606
YGR003W,0.00047252
YDL022W,0.00047185
YJL153C,0.00047144
YOL032W,0.00047137
YIL148W;YKR094C;YLL039C,0.00047071
YHR018C,0.00046411
YOR210W,0.00044983
YJL066C,0.00043013
YJL034W,0.00042769
YDR485C,0.00042725
YGR278W,0.00042681
YOR377W,0.00042517
YBL013W,0.00040425
YGR201C,0.00040355
YDR284C,0.00040195
YCR095C,0.00039700
YGR179C,0.00039640
YMR097C,0.00039282
YJL171C,0.00038643
YBL038W,0.00037980
YGR043C,0.00037942
YMR105C,0.00037896
YLL029W,0.00037852
YML036W,0.00037148
YDR533C,0.00037067
YMR132C,0.00036969
YLR431C,0.00036129
YER141W,0.00035552
YGL180W,0.00034534
YCR034W,0.00033935
YLR303W,0.00033423
YKL120W,0.00033172
YBR037C,0.00032256
YHR043C,0.00032198
YLR170C,0.00032164
YBR225W,0.00032094
YMR090W,0.00031917
YHR128W,0.00031595
YHL017W,0.00030604
YOR360C,0.00029313
YMR071C,0.00029168
YGR125W,0.00028421
YGL039W,0.00027248
YDL108W,0.00027038
YDR047W,0.00026878
YNL026W,0.00026294
YNL160W,0.00026175
YER069W,0.00026059
YDR258C,0.00025812
YKL218C,0.00025137
YNL177C,0.00024895
YER129W,0.00024553
YPL092W,0.00023187
YHR209W,0.00022837
YEL017W,0.00021196
YLR417W,0.00020498
YNL208W,0.00020180
YOL026C,0.00019831
YKL124W,0.00017829
YPL240C,0.00017779
YOR058C,0.00016153
YJR047C,0.00014859
YFR015C,0.00013543
YKR037C,0.00012482
YDL082W,0.00011706
YGR088W,0.00010622
YKL186C,0.00009060
YCL030C,0.00009060
YMR299C,0.00008340
YCL047C,0.00007200
YGR199W,0.00006840
YGR177C,0.00003510
YMR062C,0.00001990
YGL212W,0.00000783
